title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
,10/09/2021 (TR),74,Yann Gozlan,,"Gizem,Gerilim,Dram",2h 9m,Fransızca,"$10,722,240.00","$9,738,741.00"
The Palace,15/05/2024 (FR),55,Roman Polanski,Roman Polanski,"Dram,Komedi",1h 40m,İtalyanca,"$18,700,000.00","$420,350.00"
Yetenekli Bay Ripley,25/12/1999 (US),72,Anthony Minghella,,"Gerilim,Suç,Dram",2h 19m,İngilizce,"$40,000,000.00","$128,798,265.00"
Geleceğe Dönüş III,24/08/1990 (TR),75,Robert Zemeckis,,"Macera,Komedi,Bilim-Kurgu",1h 59m,İngilizce,"$40,000,000.00","$244,527,583.00"
Dragon Ball Z: Super Android 13!,11/07/1992 (JP),68,Daisuke Nishio,,"Aksiyon,Animasyon,Bilim-Kurgu",46m,Japonca,-,"$18,554,927.00"
Şöhrete İlk Adım,15/09/2000 (US),75,Cameron Crowe,,"Dram,Müzik",2h 4m,İngilizce,"$60,000,000.00","$47,386,287.00"
Cehennem,28/10/2016 (US),61,Ron Howard,,"Gizem,Gerilim,Aksiyon",2h 1m,İngilizce,"$75,000,000.00","$220,000,000.00"
Climax,06/10/2018 (TR),71,Gaspar Noé,,"Korku,Dram",1h 37m,Fransızca,"$2,900,000.00","$1,700,000.00"
,17/01/1986 (US),70,Robert Harmon,,"Korku,Aksiyon,Gerilim",1h 38m,İngilizce,"$6,000,000.00","$5,844,868.00"
Düello,25/12/1971 (TR),74,Steven Spielberg,,"Aksiyon,Gerilim,TV film",1h 29m,İngilizce,"$450,000.00",-
,20/08/2010 (US),63,Susanna White,,"Komedi,Fantastik,Aile",1h 49m,İngilizce,"$35,000,000.00","$93,251,121.00"
,14/04/2017 (TR),67,Jeremy Saulnier,Jeremy Saulnier,"Korku,Suç,Gerilim",1h 35m,İngilizce,"$5,000,000.00","$3,800,000.00"
Tigers on the Rise,22/04/2024 (US),70,Rob Sullivan,Rob Sullivan,Belgesel,1h 18m,İngilizce,-,-
Küçük Afacanlar,05/08/1994 (US),68,Penelope Spheeris,,"Romantik,Komedi,Aile",1h 22m,İngilizce,-,"$67,308,282.00"
Scanners,16/01/1981 (CA),67,David Cronenberg,David Cronenberg,"Bilim-Kurgu,Korku",1h 43m,İngilizce,"$4,100,000.00","$14,225,876.00"
Fırtınalı Bir Gece,06/12/2019 (US),55,Stephen S. Campanelli,Iver William Jallah,Gerilim,1h 37m,İngilizce,-,"$5,566.00"
,07/08/2020 (US),57,David Ayer,,"Aksiyon,Suç,Dram",1h 35m,İngilizce,"$30,000,000.00","$942,666.00"
Anomalisa,30/12/2015 (US),71,Charlie Kaufman,Charlie Kaufman,"Animasyon,Dram,Romantik,Komedi",1h 30m,İngilizce,"$8,000,000.00","$5,700,000.00"
,08/10/2005 (GB),71,Nick Park,,"Macera,Animasyon,Komedi,Aile",1h 25m,İngilizce,"$30,000,000.00","$192,610,372.00"
Sokak Dansı 2,14/02/2008 (US),67,Jon M. Chu,,"Müzik,Dram,Romantik",1h 38m,İngilizce,"$23,000,000.00","$150,816,700.00"
,29/01/2021 (GB),69,Simon Stone,,"Dram,Tarih",1h 52m,İngilizce,-,-
Köstebek,28/10/1999 (US),75,Michael Mann,,"Dram,Gerilim",2h 38m,İngilizce,"$90,000,000.00","$60,300,000.00"
Zorro,06/03/1975 (IT),66,Duccio Tessari,,"Macera,Aksiyon,Komedi,Vahşi Batı",2h 4m,İtalyanca,-,-
Transamerika,17/02/2006 (TR),70,Duncan Tucker,,"Dram,Macera,Komedi",1h 43m,İngilizce,"$1,000,000.00","$13,350,369.00"
Çıkış Yok,23/11/2022 (AU),62,Sophia Banks,Jinder Ho,"Aksiyon,Gerilim,Suç,Dram",1h 39m,İngilizce,-,-
Uslu Dur,24/07/2009 (US),66,Rob Schneider,Josh Lieb,"Komedi,Suç",1h 49m,İngilizce,"$7,500,000.00","$8,742,330.00"
Bir Zamanlar New York,16/05/2014 (US),63,James Gray,James Gray,"Dram,Romantik",1h 57m,İngilizce,"$16,000,000.00","$5,867,686.00"
,02/10/1998 (GB),72,Shekhar Kapur,,"Dram,Tarih",2h 4m,İngilizce,"$30,000,000.00","$82,150,642.00"
Gizli Kod,01/09/2017 (US),62,Michael Apted,Peter O'Brien,"Aksiyon,Gerilim",1h 38m,İngilizce,-,-
,30/04/2021 (TR),79,Jeff Rowe,Jeff Rowe,"Animasyon,Macera,Komedi",1h 53m,İngilizce,"$75,000,000.00",-
Göz,01/02/2008 (US),58,David Moreau,,"Dram,Korku,Gerilim",1h 37m,İngilizce,"$12,000,000.00","$58,010,320.00"
Kara Büyü,12/05/2016 (KR),73,Na Hong-jin,Na Hong-jin,"Korku,Gizem",2h 36m,Korece,"$10,951,000.00","$49,851,770.00"
,14/07/1994 (HK),80,Wong Kar-wai,,"Dram,Komedi,Romantik",1h 43m,Cantonese,"$160,000.00",-
Düşüş,07/04/2008 (TR),76,Tarsem Singh,Nico Soultanakis,"Macera,Fantastik,Dram",1h 57m,İngilizce,"$30,000,000.00","$3,669,465.00"
Ölmekten Beter,23/08/1985 (US),66,Savage Steve Holland,Savage Steve Holland,"Komedi,Romantik",1h 37m,İngilizce,-,"$10,297,601.00"
Sığınak,05/04/2013 (US),61,Björn Stein,,"Korku,Gizem,Gerilim",1h 52m,İngilizce,"$22,000,000.00","$851,517.00"
Fairy Tail Movie 1: Houou no Miko,18/08/2012 (JP),72,Masaya Fujimori,Tyler Walker,"Animasyon,Aksiyon,Macera,Komedi,Fantastik",1h 30m,Japonca,-,-
Spiral: Testere Devam Ediyor,20/08/2021 (TR),60,Darren Lynn Bousman,Josh Stolberg,"Korku,Suç,Gizem",1h 33m,İngilizce,"$20,000,000.00","$40,618,920.00"
Monte Carlo,01/07/2011 (US),66,Thomas Bezucha,,"Macera,Komedi,Romantik",1h 49m,İngilizce,"$20,000,000.00","$39,800,000.00"
Bar Fedaisi,19/05/1989 (US),67,Rowdy Herrington,,"Aksiyon,Gerilim",1h 54m,İngilizce,"$15,000,000.00","$30,100,000.00"
Ölümcül Günah,18/12/2020 (US),60,Deon Taylor,,"Dram,Gerilim",1h 42m,İngilizce,-,-
Dragon Ball Z: Lord Slug,19/03/1991 (JP),64,Mitsuo Hashimoto,,"Aksiyon,Animasyon,Bilim-Kurgu",52m,Japonca,-,"$16,400,000.00"
16 Blok,17/03/2006 (TR),64,Richard Donner,Richard Wenk,"Aksiyon,Macera,Suç,Gerilim",1h 45m,İngilizce,"$55,000,000.00","$65,664,721.00"
Yakın Tehlike,08/08/2019 (AU),68,Kriv Stenders,,"Savaş,Aksiyon,Dram,Tarih",1h 58m,İngilizce,"$23,934,823.00","$2,078,370.00"
Cenaze,13/10/2023 (TR),71,Margaret Betts,,"Komedi,Dram",2h 7m,İngilizce,-,-
Mavi Yasemin,27/09/2013 (TR),70,Woody Allen,,Dram,1h 39m,İngilizce,"$18,000,000.00","$99,200,000.00"
Eli,18/10/2019 (US),60,Ciarán Foy,David Chirchirillo,Korku,1h 38m,İngilizce,-,-
Cehennemden Gelen,29/10/2001 (GB),67,Albert Hughes,,"Korku,Gizem,Gerilim",2h 2m,İngilizce,"$35,000,000.00","$74,558,115.00"
Çalkantı,19/05/2017 (US),61,Robin Swicord,Robin Swicord,Dram,1h 46m,İngilizce,-,"$798,214.00"
Zohan'a Bulaşma,06/06/2008 (US),57,Dennis Dugan,,"Komedi,Aksiyon",1h 52m,İngilizce,"$90,000,000.00","$204,313,400.00"
Sülün Katilleri,02/10/2014 (DK),71,Mikkel Nørgaard,,Gerilim,1h 59m,Danca,"$5,800,000.00","$11,500,000.00"
Yaman Tilki,13/11/2009 (US),78,Wes Anderson,,"Macera,Animasyon,Komedi,Aile",1h 27m,İngilizce,"$40,000,000.00","$46,471,023.00"
Garip Bir Aşk Öyküsü,16/09/2010 (TR),63,Kevin Smith,Kevin Smith,"Komedi,Romantik",1h 42m,İngilizce,"$24,000,000.00","$42,105,111.00"
Asi Kızlar,19/03/2010 (US),64,Floria Sigismondi,,"Müzik,Dram,Tarih",1h 46m,İngilizce,"$10,000,000.00","$2,995,811.00"
Piyano,15/06/1993 (AU),74,Jane Campion,,"Dram,Romantik",1h 57m,İngilizce,"$7,000,000.00","$40,200,000.00"
Mumya Evi,08/07/2005 (TR),60,Jaume Collet-Serra,,"Gizem,Korku,Gerilim",1h 53m,İngilizce,"$40,000,000.00","$68,766,121.00"
Beynimdeki Düşman,26/05/1995 (US),57,Robert Longo,,"Bilim-Kurgu,Aksiyon,Macera",1h 37m,İngilizce,"$25,000,000.00","$19,075,720.00"
Günahkar,24/09/2002 (TR),70,Bill Paxton,Brent Hanley,"Dram,Gerilim,Suç",1h 40m,İngilizce,"$11,000,000.00","$17,400,000.00"
,23/09/2011 (TR),62,Craig Gillespie,,"Korku,Komedi",1h 46m,İngilizce,"$30,000,000.00","$41,002,607.00"
22 Temmuz,10/10/2018 (NO),71,Paul Greengrass,Paul Greengrass,"Tarih,Dram,Gerilim,Suç",2h 23m,İngilizce,"$20,000,000.00",-
Rüzgarı Dizginleyen Çocuk,14/02/2019 (GB),79,Chiwetel Ejiofor,,"Dram,Tarih,Aile",1h 53m,İngilizce,-,-
,02/11/2001 (US),61,James Wong,Glen Morgan,"Aksiyon,Bilim-Kurgu,Gerilim",1h 27m,İngilizce,"$49,000,000.00","$72,689,126.00"
Scrooge,30/11/1951 (GB),74,Brian Desmond Hurst,,"Fantastik,Dram",1h 26m,İngilizce,-,-
The Childe,21/06/2023 (KR),71,Park Hoon-jung,Park Hoon-jung,"Aksiyon,Gerilim,Dram",1h 58m,Korece,-,-
Azize,09/10/2020 (GB),66,Rose Glass,Rose Glass,"Korku,Gizem,Dram",1h 25m,İngilizce,-,"$1,640,866.00"
Miras,22/05/2020 (US),62,Vaughn Stein,Matthew Kennedy,"Dram,Gizem,Gerilim",1h 50m,İngilizce,-,-
,21/09/2012 (US),78,Stephen Chbosky,,Dram,1h 43m,İngilizce,"$13,000,000.00","$33,400,000.00"
Drew Amca,29/06/2018 (US),67,Charles Stone III,Jay Longino,Komedi,1h 43m,İngilizce,"$19,000,000.00","$17,700,000.00"
Metruk,17/06/2022 (US),60,Spencer Squire,Erik Patterson,"Korku,Gizem,Gerilim,Suç,Dram",1h 42m,İngilizce,-,"$60,500.00"
Out of Darkness,23/02/2024 (GB),53,Andrew Cumming,Ruth Greenberg,"Korku,Gerilim",1h 27m,İngilizce,"$1,500,000.00","$1,729,518.00"
Büyük Günahlar,05/04/2002 (US),63,Carl Franklin,,"Dram,Gizem,Gerilim,Suç",1h 55m,İngilizce,"$42,000,000.00","$63,781,810.00"
Avanak Ajan: Ajanlar Kralı,02/05/1997 (US),66,Jay Roach,,"Bilim-Kurgu,Komedi,Suç",1h 29m,İngilizce,"$16,500,000.00","$67,711,748.00"
Ong-Bak,21/01/2003 (TH),71,Prachya Pinkaew,,"Aksiyon,Gerilim,Suç,Macera",1h 45m,Taylandça,"$1,100,000.00","$20,112,926.00"
Son Gözcü,24/04/2023 (GB),57,Tanel Toom,Malachi Smyth,"Bilim-Kurgu,Gerilim",1h 52m,İngilizce,-,-
Katil Balina,17/09/1978 (TR),61,Michael Anderson,,"Korku,Gerilim",1h 35m,İngilizce,"$17,500,000.00","$14,717,854.00"
Gece Hayvanları,09/12/2016 (TR),74,Tom Ford,,"Dram,Gerilim",1h 56m,İngilizce,"$22,500,000.00","$29,300,000.00"
,07/06/2019 (US),64,Nisha Ganatra,,"Komedi,Dram",1h 42m,İngilizce,"$4,000,000.00","$22,384,741.00"
Geceyarısından Önce,05/04/2013 (TR),75,Richard Linklater,Richard Linklater,"Romantik,Dram",1h 49m,İngilizce,"$3,000,000.00","$11,176,469.00"
,17/02/2006 (US),52,Joe Roth,,"Dram,Gerilim,Suç,Gizem",1h 53m,İngilizce,"$37,665,000.00","$14,655,628.00"
Dişi Şeytan,08/12/1989 (US),59,Susan Seidelman,,Komedi,1h 39m,İngilizce,"$20,000,000.00","$15,400,000.00"
Taşıyıcı 4: Son Hız,04/09/2015 (TR),55,Camille Delamarre,,"Aksiyon,Gerilim,Suç",1h 35m,İngilizce,"$25,000,000.00","$72,629,670.00"
MILF,02/05/2018 (FR),58,Axelle Laffont,,"Komedi,Romantik",1h 41m,Fransızca,-,"$1,100,000.00"
,10/12/2010 (TR),62,Florian Henckel von Donnersmarck,,"Aksiyon,Gerilim,Romantik",1h 43m,İngilizce,"$100,000,000.00","$278,731,369.00"
Adalet Birliği: Atlantis Tahtı,13/01/2015 (US),70,Ethan Spaulding,Heath Corson,"Bilim-Kurgu,Aksiyon,Animasyon,Macera",1h 12m,İngilizce,"$3,500,000.00",-
Gençlik Ateşi,16/10/2005 (US),52,Barbara Kopple,,"Suç,Dram",1h 25m,İngilizce,"$9,000,000.00","$371,000.00"
,04/04/2014 (TR),77,Joe Russo,,"Aksiyon,Macera,Bilim-Kurgu",2h 18m,İngilizce,"$170,000,000.00","$714,766,572.00"
Şans Evi,30/06/2017 (US),56,Andrew J. Cohen,Andrew J. Cohen,Komedi,1h 28m,İngilizce,"$40,000,000.00","$34,200,000.00"
,17/03/2006 (US),68,Andy Fickman,,"Komedi,Romantik",1h 45m,İngilizce,"$20,000,000.00","$33,900,000.00"
Kadın Affetmez,31/03/1971 (US),71,Don Siegel,Claude Traverse,"Gerilim,Dram,Savaş",1h 45m,İngilizce,"$475,000.00","$1,100,000.00"
Otopsi,21/12/2016 (US),68,André Øvredal,,"Korku,Gizem",1h 26m,İngilizce,-,"$6,170,043.00"
S.W.A.T.: Özel Tim,05/12/2003 (TR),62,Clark Johnson,,"Aksiyon,Gerilim,Suç",1h 57m,İngilizce,"$80,000,000.00","$207,700,000.00"
Sabrina,15/10/1954 (US),75,Billy Wilder,,"Komedi,Romantik,Dram",1h 53m,İngilizce,"$2,239,000.00","$10,000,000.00"
Rüzgarın Oğlu,27/05/2016 (TR),73,Stephen Hopkins,,"Dram,Tarih",2h 14m,İngilizce,"$5,000,000.00","$24,804,129.00"
Ninja,22/10/2009 (US),60,Isaac Florentine,Boaz Davidson,"Aksiyon,Suç,Dram,Gerilim",1h 23m,İngilizce,"$10,000,000.00","$194,243.00"
100% Wolf,29/05/2020 (AU),61,Alexs Stadermann,Fin Edquist,"Animasyon,Aile,Fantastik",1h 36m,İngilizce,-,"$9,750,139.00"
,12/07/2019 (US),74,Lulu Wang,Lulu Wang,"Komedi,Dram",1h 40m,İngilizce,"$250,300.00","$23,076,657.00"
Saklı Seçilmişler,31/03/2000 (US),58,Rob Cohen,,"Suç,Dram,Gerilim",1h 46m,İngilizce,"$15,000,000.00","$50,802,120.00"
Masumiyet'in İntiharı,31/12/1999 (TR),71,Sofia Coppola,,"Dram,Romantik",1h 37m,İngilizce,"$6,000,000.00","$10,409,377.00"
Freaks,13/09/2019 (CA),68,Zach Lipovsky,Zach Lipovsky,"Bilim-Kurgu,Gerilim,Dram,Gizem",1h 45m,İngilizce,"$2,000.00","$368,410.00"
North Country,12/09/2005 (US),72,Niki Caro,,Dram,2h 6m,İngilizce,"$35,000,000.00","$25,224,242.00"
,15/02/2019 (US),55,Adam B. Stein,Mark McCorkle,"Aile,Aksiyon,Macera,Komedi,TV film",1h 26m,İngilizce,-,-
Mortal Kombat Legends: Cage Match,17/10/2023 (US),68,Ethan Spaulding,Jeremy Adams,"Animasyon,Aksiyon,Fantastik,Macera",1h 20m,İngilizce,-,-
Maske 2,18/02/2005 (US),42,Lawrence Guterman,Lance Khazei,"Fantastik,Komedi,Aile,Macera",1h 36m,İngilizce,"$84,000,000.00",-
Beyaz Balina,27/06/1956 (US),70,John Huston,,"Macera,Dram",1h 56m,İngilizce,"$4,500,000.00","$10,400,000.00"
The Comebacks,19/10/2007 (US),49,Tom Brady,,Komedi,1h 47m,İngilizce,"$15,000,000.00","$13,500,000.00"
Cehennem,21/07/2017 (TR),72,Martin Koolhoven,Martin Koolhoven,"Dram,Gizem,Gerilim,Vahşi Batı",2h 28m,İngilizce,"$13,000,000.00",-
Aşk Seansları,18/10/2012 (US),69,Ben Lewin,Ben Lewin,"Dram,Romantik,Komedi",1h 35m,İngilizce,"$1,000,000.00","$9,138,338.00"
Ateşli Vücutlar,28/08/1981 (US),70,Lawrence Kasdan,Lawrence Kasdan,"Suç,Romantik",1h 53m,İngilizce,"$9,000,000.00","$24,058,838.00"
Ölüm Hattı,10/09/2004 (US),64,David R. Ellis,,"Aksiyon,Gerilim,Dram,Suç",1h 34m,İngilizce,"$25,000,000.00","$57,678,321.00"
Küçük Kahramanlar,02/03/2018 (US),60,Peter Lepeniotis,,"Aile,Macera,Animasyon,Komedi,Fantastik",1h 25m,İngilizce,-,"$10,800,715.00"
Empire Plak Şirketi,22/09/1995 (US),67,Allan Moyle,,"Müzik,Komedi,Dram",1h 30m,İngilizce,-,$303.00
Ölesiye,02/12/1992 (US),66,Louis Malle,,"Dram,Romantik",1h 51m,İngilizce,"$11,000,000.00","$31,000,000.00"
Chip ve Dale: Kurtarma Timi,18/05/2022 (US),70,Akiva Schaffer,Doug Mand,"Animasyon,Aile,Komedi,Macera,Gizem",1h 39m,İngilizce,"$70,000,000.00","$623,190.00"
Ah Mary Vah Mary,27/11/1998 (TR),66,Peter Farrelly,,"Romantik,Komedi",1h 59m,İngilizce,"$23,000,000.00","$369,900,000.00"
Self/less,10/07/2015 (US),64,Tarsem Singh,,"Bilim-Kurgu,Gizem,Gerilim,Aksiyon",1h 57m,İngilizce,"$26,000,000.00","$31,807,156.00"
,05/09/2001 (FR),73,Michael Haneke,,"Dram,Romantik",2h 11m,Fransızca,"$3,000,000.00","$9,800,000.00"
Siyah İnci,27/11/2020 (US),80,Ashley Avis,,Dram,1h 50m,İngilizce,-,-
Üç Bin Yıllık Bekleyiş,16/09/2022 (TR),69,George Miller,George Miller,"Dram,Fantastik,Romantik",1h 48m,İngilizce,"$60,000,000.00","$20,300,000.00"
The Hateful Eight,08/01/2016 (TR),78,Quentin Tarantino,,"Dram,Gizem,Vahşi Batı",3h 3m,İngilizce,"$44,000,000.00","$155,760,117.00"
Ejder Kalesi,26/07/1973 (HK),74,Robert Clouse,Michael Allin,Aksiyon,1h 42m,İngilizce,"$10,000,000.00","$21,485,066.00"
,07/10/2020 (TR),59,Steven Brill,Adam Sandler,"Komedi,Gizem,Korku",1h 43m,İngilizce,"$14,000,000.00",-
Red Dust,22/10/1932 (US),69,Victor Fleming,,"Romantik,Dram",1h 23m,İngilizce,"$408,000.00","$1,223,000.00"
Echo Boomers,13/11/2020 (US),58,Seth Savoy,Seth Savoy,"Suç,Dram,Aksiyon",1h 34m,İngilizce,-,-
Beautiful Teacher in Torture Hell,14/12/1985 (JP),57,Masahito Segawa,,"Dram,Gerilim,Korku",1h 7m,Japonca,-,-
Ağır Yük,27/09/2023 (BR),67,Tomás Portella,,"Aksiyon,Gerilim,Dram",1h 40m,Portekizce,-,-
Donanma Kaplanları,20/07/1990 (US),53,Lewis Teague,Chuck Pfarrer,Aksiyon,1h 53m,İngilizce,-,"$25,069,101.00"
Sınıfta Olay Var,19/04/1996 (US),69,Robert Mandel,Rocco Simonelli,Aksiyon,1h 54m,İngilizce,-,"$14,818,176.00"
,30/11/2012 (GB),64,Mike Newell,,"Dram,Romantik",2h 8m,İngilizce,-,"$258,656.00"
Kaza Kurşunu,01/06/2007 (US),63,Judd Apatow,,"Komedi,Romantik,Dram",2h 9m,İngilizce,"$30,000,000.00","$219,900,000.00"
Yabancı,09/03/2018 (TR),62,Martin Zandvliet,,"Suç,Dram,Gizem",2h,İngilizce,-,-
Berlin Sendromu,26/05/2017 (US),60,Cate Shortland,,"Gizem,Dram,Korku",1h 56m,İngilizce,-,"$397,783.00"
Son Tanık Erased,31/05/2013 (CA),61,Philipp Stölzl,,"Aksiyon,Gerilim",1h 40m,İngilizce,"$12,000,000.00",-
Yaban Çilekleri,26/12/1957 (SE),81,Ingmar Bergman,,Dram,1h 31m,İsveçce,-,-
Garez,25/01/2003 (JP),67,Takashi Shimizu,Takashi Shimizu,Korku,1h 32m,Japonca,"$3,500,000.00","$3,657,876.00"
Siyah Kelebek,26/05/2017 (US),62,Brian Goodman,Justin Stanley,"Gerilim,Gizem,Dram",1h 33m,İngilizce,-,-
Vahşiler,13/04/2018 (TR),69,Scott Cooper,,"Vahşi Batı,Dram,Tarih",2h 7m,İngilizce,"$55,000,000.00","$36,976,336.00"
Yem,14/09/2012 (US),57,Kimble Rendall,,Korku,1h 33m,İngilizce,"$30,000,000.00","$32,500,000.00"
Ölüme Bir Bakış,12/06/1985 (GB),62,John Glen,,"Macera,Aksiyon,Gerilim",2h 11m,İngilizce,"$30,000,000.00","$152,427,960.00"
Notre Dame'ın Kamburu 2,19/03/2002 (US),54,Bradley Raymond,,"Animasyon,Aile,Komedi",1h 8m,İngilizce,-,-
Skydog,20/10/2020 (US),63,Daniel Knudsen,Mark A. Knudsen,"Aksiyon,Dram,Macera,Gizem,Gerilim",1h 49m,İngilizce,-,-
,17/11/2023 (TR),67,George C. Wolfe,,"Dram,Tarih",1h 48m,İngilizce,-,-
Zehir,16/09/2005 (US),55,Jim Gillespie,,"Korku,Gerilim",1h 25m,İngilizce,-,"$881,779.00"
Hellboy II: Altın Ordu,11/07/2008 (US),68,Guillermo del Toro,,"Fantastik,Macera,Aksiyon",2h,İngilizce,"$85,000,000.00","$160,388,063.00"
Mea Culpa,23/02/2024 (TR),58,Tyler Perry,Tyler Perry,Gerilim,2h,İngilizce,-,-
The Feast of Amrita,26/05/2023 (JP),60,Saku Sakamoto,,"Animasyon,Gizem,Fantastik,Korku",48m,Japonca,-,-
Paris'te Gece Yarısı,30/09/2011 (TR),75,Woody Allen,Woody Allen,"Fantastik,Komedi,Romantik",1h 34m,İngilizce,"$17,000,000.00","$151,119,219.00"
İskoçyalı 4: Son Savaşçı,01/09/2000 (US),48,Douglas Aarniokoski,,"Aksiyon,Macera,Fantastik",1h 41m,İngilizce,"$25,000,000.00","$15,800,000.00"
Jagun Jagun: Savaşçı,10/08/2023 (NG),67,Adebayo Tijani,Adebayo Tijani,"Aksiyon,Dram",2h 14m,Yoruba,-,-
,31/05/2024 (US),59,Viggo Mortensen,Viggo Mortensen,"Dram,Vahşi Batı",2h 9m,İngilizce,-,-
Night at the Eagle Inn,02/11/2021 (US),53,Erik Bloomquist,Erik Bloomquist,"Korku,Gizem",1h 10m,İngilizce,-,-
,14/12/1979 (US),69,Carl Reiner,,Komedi,1h 34m,İngilizce,"$4,000,000.00","$100,000,000.00"
,18/11/2001 (US),69,Tony Scott,,"Aksiyon,Suç,Gerilim",2h 6m,İngilizce,"$115,000,000.00","$143,049,560.00"
,11/08/1962 (JP),68,Ishirō Honda,,"Bilim-Kurgu,Komedi,Macera,Fantastik",1h 37m,Japonca,-,"$12,550,000.00"
Kalıntı,18/04/1997 (TR),60,Peter Hyams,,"Korku,Gizem,Gerilim",1h 50m,İngilizce,"$60,000,000.00","$33,956,608.00"
Özgürlük Yazarları,01/10/2021 (TR),79,Richard LaGravenese,,"Suç,Dram",2h 3m,İngilizce,"$21,000,000.00","$43,095,175.00"
Agora,09/10/2009 (US),70,Alejandro Amenábar,Alejandro Amenábar,"Macera,Dram,Tarih",2h 7m,İngilizce,"$70,000,000.00","$39,457,342.00"
Hayalet,21/11/1986 (US),64,Mike Marvin,Mike Marvin,"Aksiyon,Bilim-Kurgu",1h 33m,İngilizce,"$2,700,000.00","$3,500,000.00"
Gizemli Parçalar,24/09/2004 (US),59,Joseph Ruben,,"Gerilim,Dram,Gizem,Bilim-Kurgu",1h 31m,İngilizce,"$42,000,000.00","$117,592,831.00"
Usta,14/12/1961 (US),69,Anthony Mann,,"Aksiyon,Dram,Tarih,Romantik,Savaş",3h 2m,İngilizce,"$6,250,000.00",-
Enigma,27/09/2001 (GB),64,Michael Apted,,"Gizem,Dram,Gerilim,Romantik,Savaş",1h 59m,İngilizce,-,"$15,705,007.00"
Kara Şövalye,21/11/2001 (US),54,Gil Junger,Peter Gaulke,"Komedi,Fantastik,Macera",1h 35m,İngilizce,"$50,000,000.00","$33,422,806.00"
Columbus,04/08/2017 (US),71,Kogonada,Kogonada,Dram,1h 45m,İngilizce,"$700,000.00","$1,015,744.00"
,03/07/1991 (US),58,Brian Levant,Larry Karaszewski,"Komedi,Aile",1h 30m,İngilizce,"$15,000,000.00","$32,704,700.00"
NYAD,20/10/2023 (US),71,Elizabeth Chai Vasarhelyi,,"Dram,Tarih",2h 1m,İngilizce,-,-
,05/10/2023 (US),72,Todd Holland,,"Aile,Fantastik,Bilim-Kurgu,TV film",1h 34m,İngilizce,-,-
Rent,17/11/2005 (US),68,Chris Columbus,,"Dram,Romantik",2h 15m,İngilizce,"$40,000,000.00","$31,670,620.00"
Liseli Polisler 2,08/08/2014 (TR),68,Phil Lord,,"Suç,Komedi,Aksiyon",1h 52m,İngilizce,"$50,000,000.00","$331,333,876.00"
Her Şeye Evet,12/03/2021 (US),67,Miguel Arteta,,"Aile,Komedi",1h 29m,İngilizce,-,-
Firewalker,21/11/1986 (US),53,J. Lee Thompson,,"Aksiyon,Macera,Komedi",1h 44m,İngilizce,"$8,000,000.00","$11,949,484.00"
,21/07/2023 (US),61,Neil LaBute,Neil LaBute,"Aksiyon,Gerilim",1h 32m,İngilizce,-,-
,17/05/1996 (TR),63,Stuart Baird,John Thomas,"Aksiyon,Macera,Dram,Gerilim",2h 12m,İngilizce,"$55,000,000.00","$121,969,216.00"
,05/03/1999 (US),68,Roger Kumble,,"Dram,Romantik",1h 38m,İngilizce,"$10,500,000.00","$76,347,426.00"
Gizli Gerçek,07/01/2022 (TR),73,Aneesh Chaganty,Aneesh Chaganty,"Gerilim,Korku,Dram",1h 30m,İngilizce,"$1,700,000.00","$5,184,368.00"
Down,01/02/2019 (US),68,Daniel Stamm,Kent Kubena,"Korku,Dram,Gerilim,TV film",1h 22m,İngilizce,$1.00,-
Taştaki Kılıç,25/12/1963 (US),73,Wolfgang Reitherman,,"Animasyon,Aile,Fantastik",1h 19m,İngilizce,"$3,000,000.00","$22,200,000.00"
Balon Pilotları,06/12/2019 (TR),68,Tom Harper,,"Macera,Dram,Romantik",1h 40m,İngilizce,"$40,000,000.00","$3,485,251.00"
Fidye,08/11/1996 (US),67,Ron Howard,,"Aksiyon,Gerilim",2h 1m,İngilizce,"$80,000,000.00","$309,492,681.00"
Ölüm Yarışı 3: Cehennem,22/01/2013 (US),58,Roel Reiné,,"Aksiyon,Bilim-Kurgu,Gerilim",1h 44m,İngilizce,"$6,500,000.00",-
Para Konuşur,22/08/1997 (US),60,Brett Ratner,,"Komedi,Aksiyon,Suç",1h 37m,İngilizce,"$25,000,000.00","$48,407,611.00"
Sevimli Aile Vegas'ta,13/02/1997 (US),60,Stephen Kessler,,Komedi,1h 33m,İngilizce,"$25,000,000.00","$36,400,000.00"
HII: Katliam,28/08/2009 (US),54,Rob Zombie,Rob Zombie,Korku,1h 45m,İngilizce,"$10,000,000.00","$39,421,467.00"
Azınlık Raporu,27/09/2002 (TR),73,Steven Spielberg,,"Bilim-Kurgu,Aksiyon,Gerilim",2h 25m,İngilizce,"$102,000,000.00","$358,372,926.00"
Cosmopolis,10/08/2012 (TR),57,David Cronenberg,,Dram,1h 49m,İngilizce,"$20,500,000.00","$6,063,556.00"
Bebek Firarda,01/07/1994 (US),63,Patrick Read Johnson,,"Komedi,Macera,Aile,Suç,Dram",1h 39m,İngilizce,"$50,000,000.00","$16,671,505.00"
Bira Festivali,25/08/2006 (US),59,Jay Chandrasekhar,Jay Chandrasekhar,Komedi,1h 50m,İngilizce,"$17,500,000.00","$19,179,969.00"
